CustomerID,BikeBuyer
11455,1
11456,1
11457,0
11458,1
11459,0
11460,0
11461,0
11462,1
11463,1
11464,1
11465,0
11466,0
11467,1
11468,0
11469,0
11470,1
11471,0
11472,1
11473,0
11474,0
11475,0
11476,0
11477,0
11478,0
11479,0
11480,0
11481,0
11482,1
11483,0
11484,1
11485,0
11486,0
11487,0
11488,0
11489,0
11490,0
11491,0
11492,1
11493,0
11494,1
11495,0
11496,0
14573,0
11498,1
11499,1
11500,1
11501,1
11502,1
11503,0
11504,0
11505,0
11506,0
11507,0
11508,1
11509,0
11510,0
11511,0
11512,0
11513,0
11514,0
11515,0
11516,0
11517,0
11518,0
11519,0
11520,0
11521,0
11522,0
11523,0
11524,0
11525,0
11526,0
11527,0
11528,0
11529,0
11530,0
11531,0
11532,0
11532,0
11533,0
11534,1
11535,0
11536,0
11537,0
11538,0
11539,0
11540,1
11541,1
11542,1
11543,0
11544,0
11545,1
11546,0
11547,0
11548,1
11549,0
11550,0
11551,0
11552,1
11553,0
11554,0
11555,0
11556,0
11557,0
11558,1
11559,1
11560,0
11561,1
11562,0
11563,0
11564,1
11565,0
11566,0
11567,0
11568,0
11569,1
11570,0
11571,0
11572,0
11573,0
11574,1
11575,0
11576,1
11577,0
11578,1
11579,1
11580,0
11581,0
11582,0
11583,0
11584,0
11585,0
11586,1
11587,1
11588,0
11589,0
11590,0
11591,0
11592,0
11593,0
11594,0
11595,1
11596,0
11597,0
11598,0
11599,0
11600,0
11601,0
11602,0
11603,1
11604,0
11605,0
11606,0
11607,0
11608,0
11609,0
11610,0
11611,0
11612,0
11613,0
11614,0
11615,0
11616,1
11617,1
11618,0
11619,0
11621,0
11622,0
11623,0
11624,0
11625,0
11626,0
11627,0
11628,0
11629,1
11630,0
11631,0
11632,0
11633,0
11634,1
11635,0
11636,0
11637,0
11638,0
11639,0
11640,0
11641,0
11642,1
11643,0
11644,1
11645,1
11646,1
11647,1
11648,0
11649,0
11650,0
11651,0
11652,0
11653,1
11654,1
11655,1
11656,0
11657,0
11658,0
11659,1
11660,0
11661,0
11662,1
11663,0
11664,0
11665,0
11666,0
11667,1
11668,1
11669,1
11670,1
11671,1
11672,1
11673,0
11674,0
11675,1
11676,1
11677,0
11678,1
11679,1
11680,1
11681,1
11682,1
11683,0
11684,1
11685,0
11686,0
11687,1
11688,1
11689,1
11690,0
11691,0
11692,1
11693,1
11694,0
11695,1
11696,1
11697,0
11698,0
11699,1
11700,1
11701,1
11702,1
11703,0
11704,0
11705,0
11706,1
11707,0
11708,1
11709,1
11710,0
11711,1
11712,0
11713,1
11714,0
11715,0
11716,1
11717,1
11718,0
11720,0
11721,0
11722,1
11723,1
11724,1
11725,0
11726,0
11727,1
11728,0
11729,1
11730,0
11731,0
11732,0
11733,0
11734,0
11735,0
11736,0
11737,0
11738,0
11739,0
11740,1
11741,0
11742,1
11743,0
11744,0
11745,0
11746,0
11747,1
11748,1
11749,0
11750,0
11751,1
11752,0
11753,1
11754,0
11755,0
11756,0
11757,1
11758,1
11759,0
11760,1
11761,1
11762,1
11763,1
11764,1
11765,1
11766,1
11767,0
11768,1
11769,0
11770,0
11771,0
11772,0
11773,0
11774,0
11775,0
11776,0
11777,0
11778,0
11779,0
11780,0
11781,0
11782,0
11783,0
11784,0
11785,0
11786,0
11787,0
11788,1
11789,0
11790,0
11791,0
11792,0
11793,0
11794,1
11795,1
11796,0
11797,0
11798,0
11799,0
11800,0
11801,0
11802,0
11803,0
11804,0
11805,0
11806,0
11807,0
11808,1
11809,0
11810,1
11811,1
11812,0
11813,0
11814,0
11815,0
11816,0
11817,0
11818,0
11819,1
11820,0
11821,0
11822,0
11823,0
11824,0
11825,0
11826,0
11827,0
11828,1
11829,1
11830,1
11831,0
11832,1
11833,1
11834,1
11835,1
11836,1
11837,1
11838,1
11839,0
11840,1
11841,0
11842,1
11843,1
11844,1
11845,0
11846,0
11847,1
11848,1
11849,0
11850,0
11851,1
11852,1
11853,0
11854,1
11855,0
11856,1
11857,1
11858,0
11859,1
11860,0
11861,0
11862,0
11863,0
29381,1
11865,0
11866,0
11867,0
11868,0
11869,0
11870,0
11871,0
11872,0
11873,0
11874,0
11875,1
11876,0
11877,0
11878,0
11879,1
11880,0
11881,1
11882,0
11883,0
11884,0
11885,1
11886,0
11887,0
11888,0
11889,1
11890,0
11891,0
11892,0
11893,0
11894,0
11895,0
11896,0
11897,1
11898,0
11899,1
11900,1
11901,1
11902,1
11903,0
11904,0
11905,0
11906,0
11907,1
11908,1
11909,1
11910,1
11911,0
11912,1
11913,1
11914,0
11915,0
11916,1
11917,1
11918,0
11919,1
11920,1
11921,1
11922,1
11923,0
11924,1
11925,1
11926,1
11927,0
11928,0
11929,0
11930,0
11931,0
11932,0
11933,0
11934,0
11935,0
11936,0
11937,0
11938,1
11939,0
11940,0
11941,1
11942,0
11943,0
11944,1
11945,0
11946,0
11947,0
11948,0
11949,0
11950,0
11951,0
11952,0
11953,0
11954,0
11955,0
11956,1
11957,0
11958,0
11959,1
11960,0
11961,0
11962,1
11963,0
11964,0
11965,0
11966,1
11967,0
11968,1
11969,1
11970,1
11971,0
11972,0
11973,1
11974,1
11975,0
11976,0
11977,0
11978,1
11979,0
11980,0
11981,0
11982,0
11983,0
11984,0
11985,0
11986,1
11987,0
11988,1
11989,0
11990,0
11991,0
11992,0
11993,0
11994,1
11995,0
11996,1
11997,0
11998,0
11999,0
12000,0
12001,1
12002,0
12003,0
12004,1
12005,0
12006,1
12007,0
12008,1
12009,0
12010,0
12011,0
12012,1
12013,0
12014,0
12015,1
16260,0
12017,0
12018,0
12019,1
12020,0
12021,0
12022,0
12023,1
12024,0
12025,0
12026,0
12027,0
12028,1
12029,0
12030,0
12031,0
12032,1
12033,0
12034,0
12035,0
12036,0
12037,0
12038,0
12039,0
12040,0
12041,0
12042,0
12043,0
12044,1
12045,0
12046,0
12047,1
12048,0
12049,0
12050,1
12051,1
12052,1
12053,1
12054,1
12055,1
12056,0
12057,0
12058,1
12059,1
12060,0
12061,1
12062,0
12063,0
12064,1
12065,0
12066,0
12067,1
12068,0
12069,0
12070,0
12071,0
12072,0
12073,0
12074,0
12075,0
12076,0
12077,0
12078,0
12079,0
12080,0
12081,0
12082,0
12083,1
12084,0
12085,0
12086,0
12087,0
12088,0
12089,0
12090,0
12091,0
12092,0
12093,0
12094,0
12095,1
12096,0
12097,0
12098,1
12099,0
12100,0
12101,1
12102,1
12103,0
12104,0
12105,0
12106,0
12107,0
12108,0
12109,0
12110,0
12111,0
12112,0
12113,0
12114,0
12115,0
12116,1
12117,1
12118,0
12119,1
12120,0
12121,0
12122,0
12123,0
12124,1
12125,1
12126,1
12127,1
12128,1
12129,0
12130,1
12131,0
12132,0
12133,0
12134,0
12135,0
12136,0
12137,0
12138,0
12139,0
12140,1
12141,1
12142,0
12143,1
12144,1
12146,1
12147,0
12148,1
12149,0
12150,1
12151,1
12152,1
12153,0
12154,0
12155,0
27668,1
12157,0
12158,1
14397,1
12160,0
12161,0
12162,1
12163,1
12164,1
12165,1
12166,1
12167,1
12168,1
12169,1
12170,0
12171,1
12172,1
12173,1
12174,1
12175,0
12176,1
12177,0
12178,0
12179,0
12180,0
12181,0
12182,1
12183,0
12184,1
12185,1
12186,1
12187,1
12188,1
12189,1
12190,1
12191,0
12192,0
12193,0
12194,0
12195,0
12196,0
12197,0
12198,0
12199,0
12200,0
12201,1
12202,0
12203,0
12204,1
12205,0
12206,0
12207,0
12208,0
12209,1
12210,0
12211,0
12212,0
12213,0
12214,0
12215,0
12216,1
12217,1
12218,0
12219,0
12220,0
12221,0
12222,0
12223,0
12224,0
12225,0
12226,0
12227,0
12228,0
12229,0
12230,0
12231,0
12232,0
12233,0
12234,0
12235,0
12236,0
12237,0
12238,0
12239,0
12240,0
12241,0
12242,1
12243,1
12244,0
12245,0
12246,1
12247,0
12248,1
12249,0
12250,1
12251,0
12252,0
12253,0
12254,0
12255,0
12256,1
12257,1
12258,0
12259,0
12260,0
12261,0
12262,0
12263,1
12264,1
12265,0
12266,0
12267,0
12268,0
12269,1
12270,0
12271,0
12272,1
12273,0
12274,0
12275,0
12276,0
12277,1
12278,1
12279,0
12280,0
12281,0
12282,1
12283,0
12284,0
12285,1
12286,0
12287,0
12288,0
12289,0
12290,0
12291,0
12292,0
12293,0
12294,1
12295,1
12296,0
12297,0
12298,0
12299,1
12300,0
12301,1
12302,1
12303,1
12304,1
12305,1
12306,0
12307,0
12308,1
12309,1
12310,1
12311,1
12312,1
12313,1
12314,0
12315,1
12316,1
12317,1
12318,1
12319,0
12320,1
12321,0
12322,1
12323,0
12324,0
12325,1
12326,1
12327,1
12328,1
12329,1
12330,1
12331,0
12332,0
12333,0
12334,0
12335,1
12336,1
12337,1
12338,1
12339,1
12340,0
12341,0
12342,0
12343,0
12344,0
12345,0
12346,0
12347,0
12348,0
12349,0
12350,0
12351,1
12352,1
12353,1
12355,1
12356,1
12357,1
12358,1
12359,1
12360,1
12361,1
12362,0
12363,0
12364,1
12365,0
12366,0
12367,0
12368,0
12369,1
12370,1
12371,1
12372,1
12373,0
12374,0
12375,0
12376,0
12377,0
12378,0
12379,0
12380,0
12381,0
12382,0
12383,0
12384,1
12385,0
12386,0
12387,1
12388,0
12389,0
12390,0
12392,0
12393,0
12394,0
12395,0
12396,1
12397,1
12398,1
12399,1
12400,1
12401,1
12402,1
12403,1
12404,1
12405,0
12406,0
12407,1
12408,0
18662,0
12410,1
12411,1
12412,0
12413,1
12414,1
12415,0
12416,0
12417,1
12418,0
12419,0
12420,0
12421,0
12422,0
12423,0
11413,0
12425,0
12426,0
12427,0
12428,0
12429,0
12430,0
12431,0
12432,0
12433,0
12434,0
12435,0
12436,0
12437,0
12438,0
12439,0
12440,0
12441,0
12442,0
12443,0
12444,0
12445,0
12446,0
12447,0
12448,1
12449,1
12450,0
12451,0
12452,1
12453,1
12454,0
12455,1
12456,0
12457,1
12458,0
12459,0
12460,1
12461,0
12462,0
12463,0
12464,1
12465,0
12466,0
12467,0
12468,0
12469,0
12470,1
12471,0
12472,0
12473,1
12474,1
12475,1
12476,0
12477,0
12478,1
12479,0
12480,0
12481,1
12482,1
12483,1
12484,1
12485,1
12486,1
12487,1
12488,1
12489,1
12490,1
12491,0
12492,1
12493,0
12494,0
12496,0
12497,0
12498,0
12499,0
12500,1
12501,1
12502,1
12503,1
12504,0
29419,1
12506,1
12507,1
12508,0
12509,1
12510,1
12511,1
12512,1
12513,1
12514,1
12515,1
12516,0
12517,1
12518,1
12519,0
12520,0
12521,0
12522,0
12523,1
12524,1
12525,0
12526,0
12527,0
12528,0
12529,1
12530,1
12531,0
12532,0
12533,1
12534,0
12535,1
12536,0
12537,0
12538,0
12539,0
12540,0
12541,1
12542,1
12543,0
12544,0
12545,0
12546,0
12547,0
12548,0
12549,0
12550,0
12551,0
12552,0
12553,0
12554,0
12555,0
12556,0
12557,0
12558,0
12559,0
12560,0
12561,0
12562,0
12563,0
12564,0
12565,0
12566,0
12567,0
12568,0
12569,0
12570,1
12571,0
12572,0
12573,0
12574,0
12575,1
12576,0
12577,0
12578,1
12579,1
12580,0
12581,0
12582,1
12583,0
12584,1
12585,0
12586,1
12587,1
12588,1
12589,0
12590,0
12591,0
12592,0
12593,0
12594,0
12595,0
12596,1
12597,0
12598,0
12599,0
12600,0
12601,0
12602,1
12603,1
12604,0
12605,0
12606,0
12607,1
12608,0
12609,0
12610,0
12611,0
12612,1
12613,0
12614,1
12615,1
12616,0
12617,0
12618,0
12619,0
12620,0
12621,1
12622,0
12623,0
12624,0
12625,0
12626,0
12627,0
12628,0
12629,0
12630,0
12631,0
12632,0
12633,0
12634,1
12635,0
12636,0
12637,0
12638,0
12639,0
12640,0
12641,1
12642,1
12643,0
12644,1
12645,0
12646,0
12647,0
12648,0
12649,0
12650,1
12651,0
12652,0
12653,1
12654,1
12655,0
12656,0
12657,0
12658,0
12659,0
12660,0
12661,0
12662,0
12663,0
12664,1
12665,0
12666,0
12667,1
12668,1
12669,0
12670,1
12671,1
12672,0
12673,0
12674,0
12675,1
12676,1
12677,1
12678,1
12679,1
12680,1
12681,1
12682,0
12683,1
12684,1
12685,0
12686,0
12687,1
12688,0
12689,1
12690,1
12691,1
12692,1
12693,0
12694,1
12695,0
12696,1
12697,0
12698,1
12699,1
12700,1
12701,1
12702,1
12703,1
12704,1
12705,1
12706,1
12707,0
12708,0
12709,0
12710,1
12711,0
12712,0
12713,0
12714,0
12715,1
12716,0
12717,0
12718,1
12719,1
12720,0
12721,0
12722,1
12723,0
12248,1
12725,0
12726,0
12727,0
12728,0
12729,1
12730,1
12731,0
12732,1
12733,1
12734,0
12735,0
12736,0
12737,0
12166,1
12739,0
12740,0
12741,1
12742,1
12743,0
12744,1
12745,1
12746,1
12747,0
12748,0
12749,1
12750,0
12751,1
12752,0
12753,1
12754,0
12755,1
12756,0
12757,0
12758,0
12759,0
12760,0
12761,1
12762,0
12763,0
12764,0
12765,0
12766,0
12767,0
12768,0
12769,0
12770,0
12771,0
12772,0
12773,0
12774,0
12775,0
12776,0
12777,0
12778,0
12779,0
12780,0
12781,0
12782,0
12783,0
12784,0
12785,0
12786,0
12787,1
12788,0
12789,0
12790,0
12791,0
12792,0
12793,0
12794,0
12795,0
12796,0
12797,1
12798,1
12799,0
12800,0
12801,0
12802,0
12803,0
12804,0
12805,0
12806,0
12807,1
12808,0
12809,0
12810,0
12811,1
12812,0
12813,0
12814,0
12815,0
12816,1
12817,1
12818,0
12819,0
12820,1
12821,0
12822,0
12823,0
12824,1
12825,1
12826,1
12827,1
12828,0
12829,1
12830,1
12831,1
12832,1
12833,1
12834,1
12835,1
12836,1
12837,0
12838,0
12839,1
12840,0
12841,1
12842,1
12843,0
12844,1
12845,0
25607,0
12847,1
12848,0
12849,1
12850,0
12851,0
12852,1
12853,0
12854,0
12855,1
12856,0
12857,1
12858,0
12859,1
12860,0
12861,0
12862,1
12863,1
12864,1
12865,0
12866,0
12867,0
12868,0
12869,0
12870,0
12871,0
12872,0
12873,1
12874,0
12875,1
12876,0
12877,0
12878,0
12879,0
12880,0
12881,0
12882,0
12883,0
12884,0
12885,0
12886,0
12887,0
12888,0
12889,0
12890,0
12891,0
12892,0
12893,0
12894,0
12895,0
12896,0
12897,0
12898,1
12899,0
12900,0
12901,0
12902,1
12904,1
12905,0
12906,0
12907,0
12908,0
12909,0
12910,0
12911,1
12912,0
12913,1
12914,0
12915,0
12916,0
12917,0
12918,0
12919,1
12920,0
12921,1
12922,0
12923,1
12924,1
12925,1
12926,0
12927,1
12928,1
12929,1
12930,0
12931,1
12932,1
12933,1
12934,1
12935,0
12937,0
12938,1
12939,1
12940,1
12941,1
12942,1
12943,1
12944,1
12945,0
12946,1
12947,0
12948,1
12949,1
12950,1
12951,1
12952,1
12953,0
12954,1
12955,0
12956,1
12957,1
12958,0
12959,0
12960,0
12961,0
12962,0
12963,1
12964,1
12965,1
12966,1
12967,1
12968,0
12969,0
12970,1
12971,0
12972,0
12973,1
12974,0
12975,1
12976,1
12977,1
12978,0
12979,1
12980,0
12981,1
12982,0
12983,0
12984,0
12985,0
12986,0
12987,0
12988,0
12989,0
12990,1
12991,0
12992,0
12993,1
12994,1
12995,1
12996,0
12997,1
12998,1
12999,1
13000,1
13001,0
13002,1
13003,0
13004,1
13005,1
13006,0
13007,1
13008,1
13009,0
13010,1
13011,0
13012,0
13013,1
13014,0
13015,0
13016,0
13017,0
13018,0
13019,0
13020,0
13021,0
13022,0
13023,0
13024,0
13025,0
13026,0
13027,1
13028,1
13029,1
13030,1
13031,0
13032,0
13033,1
13034,0
13035,0
13036,0
13037,0
13038,0
13039,0
13040,0
13041,0
13042,0
13043,0
13044,0
13045,0
13046,0
13047,0
13048,0
13049,0
13050,0
13051,0
13052,0
13053,1
13054,0
13055,1
13056,1
13057,0
13058,0
13059,0
13060,0
13061,0
13062,0
13063,0
13064,0
13065,1
13066,0
13067,0
13068,0
13069,0
13070,0
13071,0
13072,0
13073,0
13074,0
13075,0
13076,0
13077,0
13078,0
13079,0
13080,0
13081,1
13082,0
13083,1
13084,0
13085,0
13086,0
13087,0
13088,1
13089,0
13090,1
13091,0
13092,0
13093,0
13094,0
13095,0
13096,0
13097,0
13098,0
13099,0
13100,0
13101,0
13102,0
13103,0
13104,1
13105,0
13106,0
13107,0
13108,1
13109,0
13110,1
13111,0
13112,0
13113,0
13114,0
13115,1
13116,1
13117,1
13118,0
13119,0
13120,1
13121,1
13122,0
13123,0
13124,1
13125,1
13126,0
13127,1
13128,1
13129,0
13130,0
13131,0
13132,0
13133,0
13134,0
13135,0
13136,0
13137,1
13138,0
13139,0
13140,0
13141,0
13142,0
13143,0
13144,1
13145,0
13145,0
13146,0
13147,0
13148,0
13149,0
13150,0
13151,0
13152,0
13153,0
13154,0
13155,0
13156,0
13157,0
13158,0
13159,0
13160,0
13161,0
13162,1
13163,0
13164,0
13165,1
13166,0
13167,1
13168,0
13169,1
13170,0
13171,1
13172,1
13173,0
13174,0
13175,1
13176,1
13177,1
13178,1
13179,0
13180,0
13181,0
13182,0
13183,0
13184,0
13185,1
13186,0
13187,1
13188,0
13189,1
13190,1
13191,0
13192,1
13193,1
13194,0
13195,1
13196,1
13197,0
13198,1
13199,1
13200,1
13201,0
13202,0
26607,0
13204,0
13205,0
13206,0
13207,0
13208,0
13209,0
13210,0
13211,0
13212,0
13213,0
13214,0
13215,0
13216,0
13217,0
13218,0
13219,0
13220,0
13221,0
13222,0
13223,1
13224,0
13225,0
13226,0
13227,0
13228,0
13229,0
13230,0
13231,0
13232,0
13233,0
13234,0
13235,1
13236,0
13237,0
13238,0
13239,0
13240,1
13241,0
13242,1
13243,0
13244,0
13245,0
13246,1
13247,0
13248,0
13249,1
13250,0
13251,1
13252,1
13253,0
13254,0
13255,1
13256,1
13257,1
13258,0
13259,0
13260,1
13261,0
13262,0
13263,1
13264,1
13265,1
13266,1
13267,0
13268,0
13269,0
13270,0
13271,0
13272,0
13273,0
13274,1
13275,0
13276,0
13277,1
13278,1
13279,0
13280,1
13281,1
13282,0
13283,0
13284,0
13285,0
13286,0
13287,1
13288,1
13289,1
13290,1
13291,1
13292,1
13293,1
13294,1
13295,0
13296,1
13297,1
13298,1
13299,0
13300,0
13301,0
13302,0
13303,0
13304,1
13305,0
13306,0
13307,0
13308,0
13309,0
13310,1
13311,0
13311,1
13312,0
13313,1
13314,1
13315,0
13316,0
13317,0
13318,0
13319,1
13320,0
13321,0
13322,0
13323,1
13324,1
13325,0
13326,0
13327,0
13328,0
13329,0
13330,1
13331,0
13332,0
13333,0
13334,0
13335,1
13336,1
13337,0
13338,0
13339,0
13340,0
13341,0
13342,1
13343,0
13344,0
13345,0
13346,0
13347,1
13348,1
13349,0
13350,0
13351,0
13352,0
13353,0
13354,0
13355,0
13356,0
13357,0
13358,0
13359,0
13360,0
13361,0
13362,0
13363,0
13364,0
13365,0
13366,0
13367,0
13368,0
13369,0
13370,0
13371,1
13372,0
13373,1
13374,0
13375,0
13376,0
13377,0
13378,0
13379,0
13380,0
13381,0
13382,0
13383,0
13384,0
13385,0
13386,0
13387,0
13388,0
13389,0
13390,0
13391,0
13392,0
13393,0
13394,0
13395,0
13396,0
13397,1
13398,0
13399,0
13400,0
13401,0
13402,0
13403,1
13404,1
13405,1
13406,0
13407,1
13408,0
13409,0
13410,1
13411,0
13412,1
13413,0
13414,0
13415,0
13416,0
13417,0
13418,1
13419,0
13420,0
13421,1
13422,0
13423,1
13424,1
13425,1
13426,0
13427,1
13428,1
13429,0
13430,1
13431,1
13432,1
13433,0
13434,0
13435,0
13436,1
13437,1
13438,1
13439,1
13440,1
13441,1
13442,1
13443,0
13444,1
13445,1
13446,1
13447,1
13448,0
13449,1
13450,1
13451,0
13452,1
13453,0
13454,1
13455,1
13456,1
13457,0
13458,0
13459,0
13460,0
13461,0
13462,0
13463,0
13464,0
13465,0
13466,1
13467,1
13468,1
13469,1
13470,1
13471,1
13472,0
13473,1
13474,0
13475,0
13476,0
13477,0
13478,0
13479,0
13480,0
24117,0
13482,0
13483,0
13484,0
13485,0
13486,1
13487,1
13488,0
13489,0
13490,0
13491,0
13492,0
13493,0
13494,1
13495,1
13496,0
13497,0
13498,1
13499,1
13500,0
13501,0
13502,0
13503,0
13504,0
13505,0
13506,1
13507,0
13508,0
13509,0
13510,0
13511,0
13512,0
13513,0
13514,0
13515,0
13516,0
13517,0
13518,0
13519,0
13520,0
13521,0
13522,0
13523,0
13524,0
13525,0
13526,0
13527,0
13528,0
13529,0
13530,0
13531,1
13532,0
13533,1
13534,0
13535,0
13536,0
13537,0
13538,0
13539,1
13540,0
13541,1
13542,0
13543,1
13544,0
13545,0
13546,0
13547,1
13548,0
13549,1
13550,0
13551,0
13552,0
13553,0
13554,0
13555,1
13556,0
13557,0
13558,0
13559,1
13560,0
13561,0
13562,0
13563,0
13564,0
13565,0
13566,0
13567,0
13568,0
13569,1
13570,0
13571,1
13572,1
13573,0
13574,0
13575,0
13576,1
13577,0
13578,1
13579,1
13580,0
13581,1
13582,0
13583,0
13584,1
13585,0
13586,0
13587,1
13588,1
13589,1
13590,1
13591,0
13592,0
13593,1
13594,0
13595,1
13596,1
13597,0
13598,1
13599,1
13600,0
13601,0
13602,0
13603,1
13604,1
13605,0
13606,0
13607,1
13608,1
13609,0
13610,0
13611,0
13612,1
13613,0
13614,0
13615,1
13616,1
13617,0
13618,1
13619,0
13620,0
13621,0
13622,1
13623,0
13624,0
13625,0
13626,0
13627,0
13628,0
13629,0
13630,0
13631,0
13632,1
13633,0
13634,0
13635,0
13636,0
13637,1
13638,1
13639,1
13640,0
13641,0
13642,1
13643,1
13644,1
13645,1
13646,1
13647,1
13648,1
13649,1
13650,1
13651,1
13652,0
13653,0
13654,0
13655,0
13656,1
13657,0
13658,0
13659,0
13660,0
13661,0
13662,0
13663,0
13664,0
13665,0
13666,0
13667,0
13668,1
13669,0
13670,1
13671,0
13672,0
13673,0
13674,0
13675,0
13676,0
13677,1
13678,0
13679,1
13680,0
13681,0
13682,0
13683,0
13684,0
13685,0
13686,0
13687,0
13688,1
13689,0
13690,0
13691,0
13692,0
13693,1
13694,0
13695,0
13696,1
13697,1
13698,1
13699,1
13700,1
13701,0
13702,1
13703,1
13704,0
13705,0
13706,1
13707,0
13708,0
13709,1
13710,0
13711,0
13712,0
13713,1
13714,0
13715,0
13716,0
13717,0
13718,0
13719,0
13720,0
13721,1
13722,0
13723,0
13724,0
13725,0
13726,0
13727,0
13728,0
13729,0
13730,0
13731,0
13732,0
13733,0
13734,0
13735,1
13736,0
13737,0
13738,0
13739,0
13740,0
13741,0
13742,0
13743,0
13744,0
13745,0
13746,0
13747,0
13748,0
13749,0
13750,0
13751,0
13752,1
13753,1
13754,0
13755,0
13756,0
13757,1
13758,0
13759,0
13760,0
13761,0
13762,0
13763,0
13764,0
13765,0
13766,0
13767,0
13768,0
13769,0
13770,0
13771,0
13772,0
13773,0
13774,1
13775,1
13776,0
13777,1
13778,0
13779,1
13780,0
13781,1
13782,0
13783,1
13784,1
13785,0
13786,0
13787,1
13788,0
13789,0
13790,0
13791,0
13792,1
13793,1
13794,0
13795,1
13796,0
13797,0
13798,0
